,joblinks
162,https://in.linkedin.com/jobs/view/business-analyst-gsc%E2%80%99s-at-hsbc-3793314404?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=YmDA1sDYAB1R35TzSLQQgg%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card
163,https://in.linkedin.com/jobs/view/business-analyst-iii-at-park-place-technologies-3729410602?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=zKk9FF4n86q6ZPaqtsQUsQ%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card
164,https://in.linkedin.com/jobs/view/business-analyst-materials-at-ge-appliances-a-haier-company-3789101337?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=ffT4FB40afc4mXXS4%2Fja3w%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card
165,https://in.linkedin.com/jobs/view/business-analyst-finops-gar-assurance-at-amazon-3749377403?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=unCAZSwGNmnSnqLvJJ%2FrBg%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card
166,https://in.linkedin.com/jobs/view/business-analyst-at-fusion-plus-solutions-inc-3768017677?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=HW4UsMXLY6E0lLVFRNo8WQ%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card
167,https://in.linkedin.com/jobs/view/business-analyst-at-fusion-plus-solutions-inc-3768014872?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=JdMknpOrcYZus08iH%2FbGyg%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card
168,https://in.linkedin.com/jobs/view/senior-analyst-cmg-storyteller-at-deloitte-3790795745?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=lCC3cvah8cATvFXz%2BfoYYQ%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card
169,https://in.linkedin.com/jobs/view/business-analyst-experienced-at-revalsys-technologies-3792882815?refId=C028Q%2F9sjCbrrrRXmWxWDw%3D%3D&trackingId=MTuMbG9Z8DeoPwvlF%2BwDZA%3D%3D&position=25&pageNum=6&trk=public_jobs_jserp-result_search-card
170,https://in.linkedin.com/jobs/view/business-analyst-iv-at-realpage-inc-3810319159?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=%2FDcMhNX7wGz3RqLN0O1vBw%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card
171,https://in.linkedin.com/jobs/view/business-analyst-iii-at-f5-3771565463?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=gP4Rl3i2lCmn7bdrHqcwbw%3D%3D&position=2&pageNum=7&trk=public_jobs_jserp-result_search-card
172,https://in.linkedin.com/jobs/view/business-analyst-at-fusion-plus-solutions-inc-3768023142?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=z3M%2BRp3UB%2FxeSvPm4t4%2BXw%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card
173,https://in.linkedin.com/jobs/view/business-analyst-at-peoplesense-management-consultants-pvt-ltd-3787491525?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=KOxupPlQ1OeQa8ZNgmBHrw%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card
174,https://in.linkedin.com/jobs/view/business-analyst-iii-t-at-realpage-inc-3778600731?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=b3GRMBSxlWBJPPK5i7B%2BcA%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card
175,https://in.linkedin.com/jobs/view/business-analyst-iii-t-at-realpage-inc-3778604096?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=pO5qwL8nUHCyyD0GKm19Rg%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card
176,https://in.linkedin.com/jobs/view/business-analyst-iii-t-at-realpage-inc-3778497753?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=4rUcsCT9wVWs%2BS62KFGCSQ%3D%3D&position=7&pageNum=7&trk=public_jobs_jserp-result_search-card
177,https://in.linkedin.com/jobs/view/business-analyst-at-tmi-network-3750113731?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=Kdc9cFN2KDqr1gb7DLGh8g%3D%3D&position=8&pageNum=7&trk=public_jobs_jserp-result_search-card
178,https://in.linkedin.com/jobs/view/business-analyst-with-supply-chain-at-ideslabs-private-limited-3793682490?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=QqIPSnMwDMELimCMOTl78g%3D%3D&position=9&pageNum=7&trk=public_jobs_jserp-result_search-card
179,https://in.linkedin.com/jobs/view/business-analyst-servicenow-at-solugenix-3806120497?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=DD6wZBVJAYbQpStSEQeuSg%3D%3D&position=10&pageNum=7&trk=public_jobs_jserp-result_search-card
180,https://in.linkedin.com/jobs/view/marketing-analyst-requirement-at-fusion-plus-solutions-inc-3768017529?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=fWSStEBt1tOy2Ynjf9uZxw%3D%3D&position=11&pageNum=7&trk=public_jobs_jserp-result_search-card
181,https://in.linkedin.com/jobs/view/business-analyst-servicenow-csm-at-acca-careers-3810065181?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=rXWFrWTmqzjM2NgEE4Yt8A%3D%3D&position=12&pageNum=7&trk=public_jobs_jserp-result_search-card
182,https://in.linkedin.com/jobs/view/business-analyst-rohan-awasthi-at-fusion-plus-solutions-inc-3768018321?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=IiwAuNz7jDwmHDsfZDH9jA%3D%3D&position=13&pageNum=7&trk=public_jobs_jserp-result_search-card
183,https://in.linkedin.com/jobs/view/guidewire-billing-center-business-analyst-at-rapid-consulting-services-3792905546?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=%2BcEKgDPvXFGIJ5Flii4zMg%3D%3D&position=14&pageNum=7&trk=public_jobs_jserp-result_search-card
184,https://in.linkedin.com/jobs/view/guidewire-policy-center-business-analyst-at-rapid-consulting-services-3797598660?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=RtHaGsyiYvea%2Fzodf9TzIA%3D%3D&position=15&pageNum=7&trk=public_jobs_jserp-result_search-card
185,https://in.linkedin.com/jobs/view/business-analyst-treasury-finance-at-dexian-india-3804197335?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=gAYK7MVl5AgJGgo1abMLZw%3D%3D&position=16&pageNum=7&trk=public_jobs_jserp-result_search-card
186,https://in.linkedin.com/jobs/view/market-research-analyst-consumer-products-hyderabad-or-gurgaon-at-capital-placement-services-gurgaon-delhi-noida-manesar-bawal-neemrana-bhiwadi-sohna-road-3792382561?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=hnQckTHw%2FobTKfYw2%2BE7ow%3D%3D&position=17&pageNum=7&trk=public_jobs_jserp-result_search-card
187,https://in.linkedin.com/jobs/view/business-analyst-supply-chain-logistic-solutions-technology-at-sandoz-india-pvt-ltd-3809993498?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=U8SjbmA3gZgER%2BK0T%2Fqmvg%3D%3D&position=18&pageNum=7&trk=public_jobs_jserp-result_search-card
188,https://in.linkedin.com/jobs/view/business-analyst-ii-roc-roc-at-amazon-3739906049?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=eeDJ8CPg9rPKTauohHBzuw%3D%3D&position=19&pageNum=7&trk=public_jobs_jserp-result_search-card
189,https://in.linkedin.com/jobs/view/business-analyst-finance-at-carrier-3583228790?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=LucG9vrnJ6WvySRNx1VgvQ%3D%3D&position=20&pageNum=7&trk=public_jobs_jserp-result_search-card
190,https://in.linkedin.com/jobs/view/marketing-manager-at-storytech-3627625176?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=iQ6mU2yDjd4ezTPfNUf%2BAQ%3D%3D&position=21&pageNum=7&trk=public_jobs_jserp-result_search-card
191,https://in.linkedin.com/jobs/view/business-analyst-cib-at-alp-consulting-ltd-3707084036?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=mMXqC9nypjafGwMw0zzLIw%3D%3D&position=22&pageNum=7&trk=public_jobs_jserp-result_search-card
192,https://in.linkedin.com/jobs/view/business-analyst-insurance-brokerage-at-ltimindtree-3777544790?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=Sm2q7mOEo7nZENecNL2Y8w%3D%3D&position=23&pageNum=7&trk=public_jobs_jserp-result_search-card
193,https://in.linkedin.com/jobs/view/business-analyst-at-fusion-plus-solutions-inc-3768007800?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=8%2Bb5uFAYgYDLhjGz40PNOQ%3D%3D&position=24&pageNum=7&trk=public_jobs_jserp-result_search-card
194,https://in.linkedin.com/jobs/view/business-analyst-at-fusion-plus-solutions-inc-3768007667?refId=XE9Idm4%2BHPo7TMBQvy7fdw%3D%3D&trackingId=83jWAmbDTKQTLdDhSwCw2Q%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card
195,https://in.linkedin.com/jobs/view/business-analyst-at-nr-consulting-3768024271?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=rqbI%2F3OWIq%2BTeLqaMtcmJQ%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card
196,https://in.linkedin.com/jobs/view/content-marketing-assistant-manager-at-highradius-3796364652?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=ryK%2BUjPGWDiLz%2FJe3892rQ%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card
197,https://in.linkedin.com/jobs/view/avaloq-business-analyst-avaloq-developer-at-talpro-leaders-in-technology-hiring-3779903427?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=z6UikcIdsSb2qEVrofpwzA%3D%3D&position=3&pageNum=8&trk=public_jobs_jserp-result_search-card
198,https://in.linkedin.com/jobs/view/business-analyst-ashima-at-fusion-plus-solutions-inc-3768013154?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=N%2FeUfrwpMfXq%2FncAbCOnpA%3D%3D&position=4&pageNum=8&trk=public_jobs_jserp-result_search-card
199,https://in.linkedin.com/jobs/view/director-ba-mas-microsoft-at-rsm-us-llp-3777080999?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=Fstzcekyg05q8ZzQn7x5nQ%3D%3D&position=5&pageNum=8&trk=public_jobs_jserp-result_search-card
200,https://in.linkedin.com/jobs/view/guidewire-claimcenter-business-analsyt-at-rapid-consulting-services-3798101588?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=CsD2jJ6D0vloDDPaOUk5MQ%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card
201,https://in.linkedin.com/jobs/view/business-analyst-insurance-brokerage-at-ltimindtree-3777547407?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=nCfd8o5eS6mhdQE34Zu%2BDQ%3D%3D&position=7&pageNum=8&trk=public_jobs_jserp-result_search-card
202,https://in.linkedin.com/jobs/view/servicenow-ba-at-talpro-leaders-in-technology-hiring-3779900933?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=KS5eUwGnVlWDBS5LtFiGqA%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card
203,https://in.linkedin.com/jobs/view/business-analyst-reactjs-developer-at-blue-yonder-3782160182?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=X8Ntn%2Boz9CVkJxlIGr0fcg%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card
204,https://in.linkedin.com/jobs/view/pkf-littlejohn-bas-manager-accounting-manager-uk-at-talent-formula-3801233701?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=qCrCVh35isrgoKc4urzqSQ%3D%3D&position=10&pageNum=8&trk=public_jobs_jserp-result_search-card
205,https://in.linkedin.com/jobs/view/servicenow-business-analyst-senior-at-ey-3801921703?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=S1hWlUNFQ6crEjenqQ9tjA%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card
206,https://in.linkedin.com/jobs/view/eis-business-analyst-at-epam-systems-3784532909?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=QzXFo2iHXxvvGz25yMeJ%2Fw%3D%3D&position=12&pageNum=8&trk=public_jobs_jserp-result_search-card
207,https://in.linkedin.com/jobs/view/ba-at-fusion-plus-solutions-inc-3768012054?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=9fEDS1mXyQP32Czsp58QjA%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card
208,https://in.linkedin.com/jobs/view/ba-at-fusion-plus-solutions-inc-3768014006?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=ftOjOvo0xQh9nkFPjJK%2BuA%3D%3D&position=14&pageNum=8&trk=public_jobs_jserp-result_search-card
209,https://in.linkedin.com/jobs/view/looking-for-business-analyst-finance-at-revalsys-technologies-3808507706?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=eNQRH2TZfr%2BFLuV3kgvpMA%3D%3D&position=15&pageNum=8&trk=public_jobs_jserp-result_search-card
210,https://in.linkedin.com/jobs/view/ba-d365-f-sc-sr-associate-at-rsm-us-llp-3777085503?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=vsy0IXNqiGgYIQ%2FbsswF6g%3D%3D&position=16&pageNum=8&trk=public_jobs_jserp-result_search-card
211,https://in.linkedin.com/jobs/view/ba-d365-f-sc-sr-associate-at-rsm-us-llp-3777083635?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=KmjNBO%2BwVaYJakXOFkP2VA%3D%3D&position=17&pageNum=8&trk=public_jobs_jserp-result_search-card
212,https://in.linkedin.com/jobs/view/emea-wms-business-analyst-at-ideslabs-private-limited-3793677684?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=zRlaLQ4DxviMfgifkS4%2FnA%3D%3D&position=18&pageNum=8&trk=public_jobs_jserp-result_search-card
213,https://in.linkedin.com/jobs/view/core-business-ba-experience-requirement-gathering-stakeholder-management-capturing-as-is-process-at-fusion-plus-solutions-inc-3768012539?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=A7M5lNExUMr%2FUNym4fV%2FMw%3D%3D&position=19&pageNum=8&trk=public_jobs_jserp-result_search-card
214,https://in.linkedin.com/jobs/view/payment-product-owner-business-analyst-at-fusion-plus-solutions-inc-3768020311?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=os7%2Bto%2FDYn0ONoR3AylmMQ%3D%3D&position=20&pageNum=8&trk=public_jobs_jserp-result_search-card
215,https://in.linkedin.com/jobs/view/ba-d365-enterprise-manager-at-rsm-us-llp-3777081911?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=kVR5MCPbItKmF3WXqaBL7A%3D%3D&position=21&pageNum=8&trk=public_jobs_jserp-result_search-card
216,https://in.linkedin.com/jobs/view/ba-d365-enterprise-manager-at-rsm-us-llp-3777087291?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=xrsYOfdkTR46SMQOgUsD0Q%3D%3D&position=22&pageNum=8&trk=public_jobs_jserp-result_search-card
217,https://in.linkedin.com/jobs/view/major-markets-sp-pt-business-analyst-ii-at-bristol-myers-squibb-3806363697?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=Edr1%2BieQ16kHI%2Fps9cuoVA%3D%3D&position=23&pageNum=8&trk=public_jobs_jserp-result_search-card
218,https://in.linkedin.com/jobs/view/ba-d365-bc-manager-at-rsm-us-llp-3777081896?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=G7oGLzVS9DeGiFiie%2BDLpA%3D%3D&position=24&pageNum=8&trk=public_jobs_jserp-result_search-card
219,https://in.linkedin.com/jobs/view/ba-mas-microsoft-f-o-associate-manager-at-rsm-us-llp-3777086321?refId=J0gyXbAfEYkAhzKRiRq9iQ%3D%3D&trackingId=Vv1w7GlM%2FLTMjh3OJCMxzg%3D%3D&position=25&pageNum=8&trk=public_jobs_jserp-result_search-card
220,https://in.linkedin.com/jobs/view/marketing-analyst-bangkok-based-relocation-provided-at-agoda-3799099925?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=DyESDQKhYdG%2B7HnpQDMhmQ%3D%3D&position=1&pageNum=9&trk=public_jobs_jserp-result_search-card
221,https://in.linkedin.com/jobs/view/policy-ba-at-aggne-3801232843?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=G1qkHn%2BGgoM9r3XXvUQs%2BQ%3D%3D&position=2&pageNum=9&trk=public_jobs_jserp-result_search-card
222,https://in.linkedin.com/jobs/view/loan-iq-ba-at-synechron-3799289319?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=sd39ByCj2UohNp8QzJXd1w%3D%3D&position=3&pageNum=9&trk=public_jobs_jserp-result_search-card
223,https://in.linkedin.com/jobs/view/ba-mas-microsoft-fs-supv-at-rsm-us-llp-3777087198?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=lR4v5Gg5X%2Bvx8Wwm26cXjA%3D%3D&position=4&pageNum=9&trk=public_jobs_jserp-result_search-card
224,https://in.linkedin.com/jobs/view/ba-core-banking-at-fusion-plus-solutions-inc-3768007901?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=XQcAfNS%2BmjQhY844u16xyw%3D%3D&position=5&pageNum=9&trk=public_jobs_jserp-result_search-card
225,https://in.linkedin.com/jobs/view/ba-core-banking-at-fusion-plus-solutions-inc-3768012063?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=ykXyoSTYIyXcvqR3KNJkjw%3D%3D&position=6&pageNum=9&trk=public_jobs_jserp-result_search-card
226,https://in.linkedin.com/jobs/view/data-analyst-etl-power-bi-at-kanoki-naturals-3789592604?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=Df4FU%2BQT4r0Gn9KCZO%2BlQw%3D%3D&position=7&pageNum=9&trk=public_jobs_jserp-result_search-card
227,https://in.linkedin.com/jobs/view/data-analyst-power-bi-at-carbynetech-3656594937?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=xLkF%2FNKeZGCFsuK21LC%2FsQ%3D%3D&position=8&pageNum=9&trk=public_jobs_jserp-result_search-card
228,https://in.linkedin.com/jobs/view/business-data-analyst-at-iquest-solutions-corporation-3677454960?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=x6%2FJSyIzFFMEVqe83e4YQg%3D%3D&position=9&pageNum=9&trk=public_jobs_jserp-result_search-card
229,https://in.linkedin.com/jobs/view/talent-analytics-at-highradius-3800579907?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=z7baSX%2Fyt8ggJceHmN2AAg%3D%3D&position=10&pageNum=9&trk=public_jobs_jserp-result_search-card
230,https://in.linkedin.com/jobs/view/facebook-ads-analyst-at-distacart-3612329287?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=4a0%2BXyfUg7ZK9EJ7ENV3Gg%3D%3D&position=11&pageNum=9&trk=public_jobs_jserp-result_search-card
231,https://in.linkedin.com/jobs/view/business-data-analyst-hyderabad-at-uplers-3799165755?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=Tsr1ZYEm0hZ2fkBCODa2LQ%3D%3D&position=12&pageNum=9&trk=public_jobs_jserp-result_search-card
232,https://in.linkedin.com/jobs/view/computronics-system-power-bi-developer-data-modelling-amp-analysis-at-computronics-systems-india-private-limited-3776622116?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=5gaB0FGLTLc6E9XAPIbyQA%3D%3D&position=13&pageNum=9&trk=public_jobs_jserp-result_search-card
233,https://in.linkedin.com/jobs/view/senior-analyst-inv-performance-risk-at-franklin-templeton-india-3682722584?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=z%2Bz9LqixSvJIWV9dCP7SVg%3D%3D&position=14&pageNum=9&trk=public_jobs_jserp-result_search-card
234,https://in.linkedin.com/jobs/view/marketing-technical-analyst-at-thomson-reuters-3798878735?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=ItsrpnPfYAEoy6kwcPv9YQ%3D%3D&position=15&pageNum=9&trk=public_jobs_jserp-result_search-card
235,https://in.linkedin.com/jobs/view/business-analyst-quant-at-infosys-3797813268?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=f2kPjynBgtaxiHwbrHzRqQ%3D%3D&position=19&pageNum=9&trk=public_jobs_jserp-result_search-card
236,https://in.linkedin.com/jobs/view/digital-marketing-specialist-at-kloudportal-%E2%84%A2-saas-product-marketing-3806686523?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=Mh4HvQmRcNoQq7f1gkbwNA%3D%3D&position=20&pageNum=9&trk=public_jobs_jserp-result_search-card
237,https://in.linkedin.com/jobs/view/marketing-technical-analyst-at-reuters-news-agency-3799006492?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=qq3LVMuOtZPsVJYMrjbArQ%3D%3D&position=21&pageNum=9&trk=public_jobs_jserp-result_search-card
238,https://in.linkedin.com/jobs/view/lead-data-analyst-%E2%80%93-marketing-strategy-analytics-bangkok-based-relocation-provided-at-agoda-3805445439?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=llFgocWlZgwPPKmV7pcVXg%3D%3D&position=22&pageNum=9&trk=public_jobs_jserp-result_search-card
239,https://in.linkedin.com/jobs/view/business-analyst-investment-accounting-at-franklin-templeton-india-3803729835?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=FNjsdW3lnwZpcwHlsYDIQw%3D%3D&position=23&pageNum=9&trk=public_jobs_jserp-result_search-card
240,https://in.linkedin.com/jobs/view/lkng-for-business-analyst-financial-accounting-exp-at-revalsys-technologies-3799535321?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=liK6HMjwnzkNYmbFFYtg6A%3D%3D&position=24&pageNum=9&trk=public_jobs_jserp-result_search-card
241,https://in.linkedin.com/jobs/view/business-analyst-ii-ar-global-vendor-holdbacks-at-amazon-3768743057?refId=aDD6kp5ksICmYkNtHZpqEw%3D%3D&trackingId=5Fe1oJ6FpJRKsWUYLZA5YA%3D%3D&position=25&pageNum=9&trk=public_jobs_jserp-result_search-card
242,https://in.linkedin.com/jobs/view/principal-business-analyst-reference-data-operations-at-ice-3694201482?refId=lBzPpazP8SeClBVtWeJMhg%3D%3D&trackingId=FPlR%2FRBijAMt26Ugr5Lsbw%3D%3D&position=2&pageNum=10&trk=public_jobs_jserp-result_search-card
243,https://in.linkedin.com/jobs/view/content-marketing-at-highradius-3794019843?refId=lBzPpazP8SeClBVtWeJMhg%3D%3D&trackingId=6HcdbzbnDazZBaUgoY9Zxw%3D%3D&position=4&pageNum=10&trk=public_jobs_jserp-result_search-card
